Period,All Items,Food,Food Excl Food Serving Services,Bread & Cereals,Rice,Flour,Bread,Noodles & Pasta,Biscuits & Cookies,Cakes & Pastries,Other Cereals,Meat,"Pork, Chilled","Beef, Chilled","Mutton, Chilled","Poultry, Chilled","Meat, Frozen",Meat Preparations,Fish & Seafood,"Fish, Chilled","Fish, Frozen",Other Seafood,Seafood Preparations,"Milk, Cheese & Eggs",Formula Milk Powder,Other Milk & Dairy Products,Eggs,Oils & Fats,Butter & Other Fats,Cooking Oils,Fruits,"Tropical Fruits, Fresh","Citrus, Berries & Other Fruits, Fresh",Preserved Fruits & Nuts,Vegetables,"Leafy Vegetables, Fresh","Fruit Vegetables, Fresh","Root Vegetables, Fresh",Other Vegetables & Preparations,"Sugar, Preserves & Confectionery",Sugar,Confectionery & Ice-cream,Sugar Preserves & Spread,Non-alcoholic Beverages,Coffee & Tea,Soft Drinks,Other Beverages,Other Food,Food Serving Services,Restaurant Food,Fast Food,Hawker Food,Hawker Centres,Food Courts & Coffee Shops,Catered Food,Clothing & Footwear,Clothing,Men's Clothing,Women's Clothing,Children's Clothing,Other Articles & Related Services,Footwear,Men's Footwear,Women's Footwear,Children's Footwear,Housing & Utilities,Accommodation3,Utilities & Other Fuels,Water Supply,Refuse Collection,Electricity,Gas,Household Durables & Services,Household Durables,Furniture,Furnishings,Other Household Textiles,Household Appliances,Utensils & Others,Household Services & Supplies,Non-durable Household Goods,Domestic & Household Services,Health Care,Medicines & Health Products,Medicines & Vitamins,Medical Products,Outpatient Services,Fees At Polyclinics,Fees At General Practitioners (GP) Clinics,Fees At Specialist Outpatient Clinics,Dental Services,Paramedical Services,Hospital Services,Health Insurance,Transport,Private Transport,Cars,Motorcycles,Petrol,Other Private Transport,Public Transport,Bus & Train Fares,Point-to-point Transport Services2,Other Public Transport,Other Transport Services,Air Fares,Other Transport,Communication,Postage & Courier Services,Telecommunication Equipment,Telecommunication Services,Recreation & Culture,Recreational & Cultural Goods,Information Processing Equipment,Audio-visual Equipment & Others,Games & Toys,Pets & Related Products,Other Recreational & Cultural Goods,Recreational & Cultural Services,Sport Services & Other Fees,Cinema Tickets,Charges To Places Of Interest,Other Recreational & Cultural Services,"Newspapers, Books & Stationery",Newspapers & Magazines,Books & Stationery,Holiday Expenses,Package Tours,Hotels & Other Expenses,Education,Tuition & Other Fees,Primary Education,Secondary Education,"Other General, Vocational & Higher Education",Enrichment & Supplementary Courses,Textbooks & Study Guides,Miscellaneous Goods & Services,Personal Care,Hairdressing,Personal Grooming Services,Other Personal Care,Alcoholic Drinks & Tobacco,Spirits & Wine,Beer,Cigarettes,Personal Effects,Jewellery & Watches,Other Personal Effects,Social Services,Other Miscellaneous Services,All Items Less Imputed Rentals On Owner-occupied Accommodation3,All Items Less Accommodation3
2018 Q4,99.581,98.913,99.237,99.363,97.656,101.017,99.958,100.4,99.637,99.101,100.376,99.92,100.112,98.278,98.631,99.634,101.952,99.592,98.011,97.281,102.904,98.117,99.521,100.167,100.214,100.415,99.12,100.327,99.265,100.875,99.264,98.689,99.363,100.548,98.141,98.161,96.81,97.707,99.328,100.036,99.392,100.229,99.58,98.994,100.243,97.114,99.589,100.606,98.737,98.65,98.531,98.878,0,0,95.35,100.897,101.06,101.337,100.717,102.158,101.489,100.236,100.066,100.582,99.098,101.171,100.35,106.08,100,100,110.75,102.137,99.545,100.664,100.1,98.54,101.218,101.083,100.883,98.919,100.549,98.609,99.1,99.58,99.783,98.856,99.132,100.489,99.969,98.238,100.852,98.672,98.606,99.943,98.504,98.531,96.771,97.576,100.93,99.344,97.641,95.877,100,99.622,100.433,100.478,99.389,99.907,100.018,105.863,99.642,99.8,100.621,98.593,107.956,97.273,100.335,99.047,98.896,98.478,97.076,99.025,100.064,99.876,99.809,99.93,100.129,99.748,101.599,98.474,98.446,100,100.086,98.637,97.752,100.559,99.637,99.33,98.516,99.629,99.488,100.255,100.365,101.115,100.116,99.361,98.946,99.454,100,99.998,99.437,99.392
2019 Q1,99.771,99.593,99.907,99.603,98.019,100.35,100.349,100.039,99.476,99.495,100.464,99.853,100.018,99.21,97.145,99.762,101.096,99.76,100.901,101.079,99.523,101.419,99.895,100.755,100.26,100.17,103.574,101.057,99.556,101.658,99.719,99.613,99.542,100.635,99.056,98.281,100.761,98.87,99.19,99.612,99.982,99.438,100.09,98.894,100.011,96.525,99.669,99.997,99.443,99.318,99.42,99.538,99.239,99.613,99.05,102.025,102.124,102.287,102.195,101.379,100.954,101.934,101.616,102.302,101.22,100.455,100.073,103.381,100,100,105.75,101.935,99.689,100.16,99.374,100.227,100.501,100.66,100.291,99.374,100.324,99.212,100.185,101.111,101.28,100.583,100.282,101.114,101.53,99.932,101.215,99.486,99.353,100,98.523,97.628,96.909,99.283,97.146,99.872,100.347,99.923,101.012,99.775,101.513,101.528,101.085,100.1,100.105,100.635,100.064,99.671,100.456,100.539,103.634,98.787,100.505,99.364,99.932,100.354,97.322,100.317,100.052,100.058,100,100.094,99.304,98.828,100.53,99.679,99.676,100,100.404,99.549,99.753,99.918,99.984,99.865,100.029,99.682,99.896,100.324,101.174,100.433,100.123,99.988,99.708,100.131,100.046,99.991,99.733,99.685
2019 Q2,100.039,99.769,99.574,99.843,100.315,100.172,99.629,100.267,100.237,99.592,99.383,99.29,99.518,99.517,97.08,99.698,97.458,99.756,99.017,98.826,99.734,98.477,100.209,99.031,99.24,99.433,97.387,100.653,98.84,101.378,99.325,97.574,100.379,99.834,100.348,100.984,101.06,99.454,99.561,99.602,99.58,99.851,98.717,99.659,100.319,98.683,99.727,100.632,99.863,99.886,99.718,99.872,99.712,99.912,99.381,100.186,100.017,100.416,99.678,100.838,100.764,100.596,101.404,100.041,100.026,99.571,99.657,98.914,100,100,98.065,99.856,100.286,100.447,100.768,98.962,99.6,100.786,100.124,100.178,100.108,100.19,100.236,100.497,100.652,100.01,100.485,101.114,102.06,100.153,101.125,99.791,99.659,100,100.866,101.286,101.947,97.346,100.959,99.921,99.755,99.923,99.504,99.91,99.913,99.918,99.771,99.982,100.105,99.775,99.995,100.355,100.402,100.428,101.069,100.718,99.563,99.955,100.035,100.203,98.9,100.773,100.052,99.976,100,99.962,100.517,100.442,100.707,99.782,99.78,100,99.866,99.805,99.686,99.918,99.999,99.865,100.029,99.707,99.885,100.104,100.383,99.717,100.119,100.268,100.09,100.358,100.046,100.002,100.062,100.146
2019 Q3,99.981,100.136,99.955,99.971,100.134,99.714,99.893,99.079,98.932,100.494,100.535,100.071,99.866,99.866,101.121,100.206,100.259,100.006,100.074,100.548,99.952,99.023,99.774,99.939,100.377,99.841,99.24,98.438,101.684,97.14,99.718,99.382,99.953,99.698,99.896,99.411,98.852,101.066,100.482,100.199,99.158,100.388,99.932,100.625,100.276,101.929,99.864,99.572,100.222,100.248,100.201,100.206,100.356,100.167,100.247,98.475,98.571,97.531,98.979,98.886,98.663,98.137,98.404,97.688,99.611,100.077,100.079,100.066,100,100,99.986,100.732,100.062,99.851,99.901,99.586,99.588,99.997,99.62,100.203,99.67,100.294,100.312,99.358,99.245,99.715,100.63,101.114,102.443,100.262,101.007,100.198,100.603,100,99.871,100.104,100.058,101.773,99.8,100.351,99.617,99.923,99.169,99.863,98.698,98.67,99.477,99.665,100.105,94.188,100.035,99.668,100.025,99.431,99.528,101.231,99.566,100.136,100.21,99.895,101.889,99.96,100.202,100.054,100,100.087,99.292,99.318,99.225,99.972,99.975,100,99.866,100.184,99.583,99.682,100.125,100.135,100.029,100.099,100.179,100.108,101.102,100.206,99.879,100.241,100.203,100.261,100.046,100.002,99.975,99.954
2019 Q4,100.21,100.502,100.564,100.583,101.532,99.767,100.13,100.615,101.356,100.419,99.618,100.785,100.598,101.407,104.654,100.334,101.188,100.479,100.009,99.547,100.792,101.082,100.123,100.276,100.122,100.557,99.8,99.852,99.921,99.824,101.238,103.432,100.126,99.833,100.701,101.324,99.327,100.611,100.768,100.587,101.28,100.323,101.261,100.823,99.395,102.863,100.74,99.799,100.473,100.548,100.662,100.386,100.693,100.308,101.324,99.315,99.288,99.768,99.147,98.897,99.621,99.334,98.578,99.97,99.144,99.897,100.191,97.64,100,100,96.2,97.477,99.964,99.544,99.958,101.227,100.313,98.559,99.965,100.246,99.898,100.305,99.267,99.034,98.823,99.693,98.602,96.658,93.967,99.653,96.653,100.526,100.385,100,100.741,100.982,101.084,101.598,102.094,99.855,100.282,100.232,100.314,100.452,99.875,99.883,99.668,100.251,99.688,105.404,99.905,100.308,99.117,99.603,95.77,99.264,100.367,100.546,99.823,99.548,101.889,98.95,99.695,99.913,100,99.858,100.889,101.413,99.539,100.567,100.569,100,99.866,100.462,100.977,100.482,99.894,100.135,99.914,100.512,100.04,99.464,97.341,99.644,99.879,99.504,100,99.251,99.863,100.006,100.23,100.215
2020 Q1,100.139,101.195,101.62,101.071,101.044,99.028,100.314,100.693,102.916,101.28,101.147,103.424,105.825,103.945,109.998,100.78,103.473,101.545,102.647,102.855,98.138,105.547,99.154,99.802,100.168,100.538,96.83,99.305,97.979,99.835,101.376,105.124,99.154,100.156,102.817,102.125,102.855,104.818,102.374,100.743,100.971,100.72,100.736,99.895,98.871,101.433,99.764,99.593,100.992,101.233,101.178,100.8,100.994,100.751,101.465,98.881,98.868,97.277,99.64,98.59,99.186,98.861,98.02,99.445,99.413,100.216,100.454,98.393,100,100,97.644,97.016,100.105,99.808,100.756,100.288,100.886,98.302,101.129,100.303,100.213,100.319,98.644,98.743,98.225,100.366,96.966,91.646,83.345,99.54,94.689,100.952,101.186,100,100.476,99.811,99.611,105.303,100.193,99.759,104.037,106.961,100.882,100.603,98.823,98.759,100.653,100.642,105.097,104.646,100.347,98.716,98.728,98.498,92.534,100.881,100.136,101.222,100.032,99.416,104.064,97.319,100.019,99.972,100,99.955,98.017,99.827,93.357,99.118,99.104,100,100.389,97.221,102.426,100.482,99.837,100.78,99.914,100.585,101.095,99.048,97.053,96.924,99.879,98.583,100.266,97.727,96.856,100.032,100.103,100.05
2020 Q2,99.331,101.991,103.512,102.667,104.185,100.185,101.368,103.785,105.251,102.231,100.856,107.419,110.818,104.804,111.878,101.676,109.963,107.97,99.733,99.71,103.573,96.23,103.462,103.398,100.231,106.065,102.747,107.49,100.206,110.404,101.221,100.661,101.675,100.955,105.38,101.755,106.566,108.755,107.554,106.138,102.051,107.627,102.413,104.588,101.718,106.769,106.176,101.433,101.265,101.468,101.31,101.115,101.24,101.083,101.612,96.593,96.14,95.637,96.542,95.238,99.553,97.402,96.735,97.481,100.246,99.686,100.17,95.978,100,100,93.406,96.351,100.084,99.438,100.104,96.778,99.886,98.747,101.406,100.517,101.467,100.354,98.408,99.084,98.853,99.812,96.191,88.196,75.175,99.901,94.943,101.031,101.438,100,96.886,95.668,97.688,105.26,90.278,93.398,102.236,106.961,97.158,96.578,95.908,95.536*,106.443,99.635,105.097,92.43,100.096,97.789,98.91,100.007,91.485,101.526,100.044,100.782,99.716,99.362*,104.064*,89.282*,100.009,100.767,100,101.241,96.371*,97.915*,92.398*,99.222,99.208,100,100.389,97.358,102.5,100.482,98.598,99.882,99.914,100.622*,99.568,99.091,97.895,96.307,99.879,93.637,97.071,91.887,97.174,100.041,99.095,99.094
2020 Q3,99.708,102.067,103.418,102.234,102.451,98.28,101.307,101.289,104.519,102.838,100.792,106.34,109.701,102.5,110.63,101.26,109.148,106.464,100.965,100.564,99.128,99.121,104.935,102.529,100.22,104.954,100.648,100.011,101.73,99.323,102.321,103.04,102.136,101.2,105.322,104.424,107.036,104.437,106.142,107.371,99.746,109.532,102.641,105.04,101.727,107.372,107.043,102.047,101.422,101.463,101.297,101.404,101.969,101.261,101.612,94.553,95.302,93.569,95.679,97.4,98.707,91.367,89.694,91.6,98.269,99.328,100.489,90.444,100,100,83.792,94.289,100.465,100.281,100.435,101.077,98.947,99.673,101.983,100.589,101.644,100.409,98.378,98.493,97.808,100.642,96.282,88.196,75.684,99.821,95.429,101.083,101.601,100,99.088,98.567,101.917,129.446,89.6,93.929,102.704,106.961,98.306,96.692,96.336,95.897*,108.772,101.419,105.097,96.714,101.72,98.042,99.741,100.017,95.38,101.284,100.54,101.135,99.638,99.199*,104.064*,89.254*,100.035,100.473,100,100.766,96.657*,98.286*,92.462*,99.428,99.417,100,100.389,97.687,102.541,100.421,98.466,99.701,99.914,100.715,99.225,98.91,97.704,95.195,99.879,93.544,99.112,90.708,97.151,100.041,99.548,99.488
2020 Q4,100.095,102.193,103.044,101.748,99.338,93.959,101.059,102.401,104.274,102.878,101.841,104.83,105.596,102.38,108.068,102.123,107.557,105.784,100.623,100.299,99.265,98.28,104.865,101.983,99.946,104.6,98.934,100.314,101.053,100.018,101.836,103.779,100.776,100.865,106.556,106.668,108.694,104.731,106.258,106.599,100.123,107.976,104.234,104.819,101.737,106.897,106.766,102.078,101.788,101.806,101.7,101.782,102.342,101.64,101.887,94.612,94.938,95.717,93.936,98.297,99.654,92.562,93.735,90.327,100.674,99.625,100.454,93.275,100,100,88.278,97.72,100.488,100.296,100.458,101.247,97.194,100.043,101.834,100.617,100.55,100.629,98.423,98.006,97.478,99.66,96.505,88.196,76.027,100.087,95.699,101.162,101.715,100.037,100.631,100.518,104.781,130.231,90.677,94.049,103.321,106.961,99.826,96.809,96.674,96.266*,108.219,101.026,94.797,100.401,101.101,98.29,99.301,98.173,95.007,100.136,100.537,102.425,99.938,99.980*,104.064,86.421,99.992,100.667,100,101.08,97.075*,98.750*,92.767*,99.711,99.704,100,100.389,98.062,102.744,100.391,98.389,99.424,99.914,100.761,98.74,99.047,97.7,96.206,99.879,93.755,96.792,92.207,97.13,100.041,99.984,99.994
2021 Q1,100.898,102.712,103.915,102.046,100.112,98.339,100.623,102.74,104.72,103.382,101.66,105.328,106.086,106.639,107.231,102.564,106.865,105.886,102.183,102.026,97.923,102.073,103.605,102.885,100.403,105.193,101.735,99.995,101.878,99.242,102.493,103.331,102.312,101.059,109.825,110.502,116.471,107.339,106.086,106.166,100.303,107.419,103.999,104.022,101.751,105.258,105.726,101.709,102.137,102.211,102.381,102.061,102.494,101.951,102.194,93.688,93.224,94.014,91.991,97.746,98.45,94.165,94.202,92.766,102.719,99.947,100.963,92.173,100,100,86.073,98.897,101.201,101.004,101.826,102.901,97.328,100.468,101.53,101.334,99.281,101.684,98.894,98.373,97.953,99.692,96.534,88.196,75.278,100,96.398,101.387,102.555,101.609,103.584,104.186,108.134,132.203,100.25,94.418,104.703,106.961,103.266,96.882,97.435,97.034*,108.795,101.522,92.955,103.511,101.431,98.473,98.224,96.831,91.747,99.418,100.332,102.587,100.686,101.142*,104.064,88.365,100.184,100.59,100,100.955,97.372*,98.689*,93.984*,100.053,100.049,100,100.422,97.84,104.3,100.431,98.496,99.184,99.914,100.855,98.297,99.041,98.686,95.076,99.879,94.994,96.22,94.37,96.253,100.448,100.886,100.88
2021 Q2,101.608,102.969,103.964,102.5,100.448,95.16,102.086,103.988,104.435,103.466,100.876,105.354,106.917,107.595,102.355,102.186,106.171,106.113,100.585,99.931,101.596,99.732,103.693,103.387,100.828,105.31,103.536,102.115,102.962,101.776,103.26,102.621,104.167,101.532,109.209,110.754,112.202,107.277,106.257,105.905,101.876,106.754,104.461,104.891,102.742,105.938,106.619,102.664,102.494,102.506,102.385,102.503,102.755,102.439,102.194,90.82,90.902,93.678,89.938,89.407,95.175,89.676,90.761,87.877,95.5,100.327,101.056,94.744,100,100,90.204,101.692,101.511,101.458,102.517,103.359,97.378,100.935,101.612,101.547,100.28,101.763,99.401,98.266,97.959,99.227,96.57,88.194,73.307,100.099,97.277,101.623,102.679,105.455,107.181,109.129,113.993,137.648,107.915,94.819,104.669,106.961,103.14,97.095,98.091,97.710*,108.881,99.774,92.955,92.994,100.27,98.726,97.773,95.173,92.371,97.35,100.549,103.592,100.741,101.331*,105.001,98.455,98.66,100.611,100,100.99,97.929*,99.329*,94.327*,100.316,100.314,100,100.422,98.102,104.653,100.431,98.373,98.67,99.914,101.112,97.326,99.092,98.464,95.687,99.879,94.906,97.83,93.416,96.253,101.341,101.624,101.763
2021 Q3,102.187,103.493,104.663,102.403,98.977,95.918,102.3,101.967,103.804,104.093,103.007,106.16,107.268,109.41,114.496,102.685,104.605,106.865,101.116,100.785,102.781,99.87,103.49,103.582,100.549,105.034,106.173,104.552,102.309,105.449,105.53,103.61,108.07,101.018,109.706,112.136,113.866,105.55,106.246,106.044,102.181,107.336,102.938,106.135,103.482,108.291,107.476,103.152,102.935,102.849,103.079,102.99,103.179,102.942,102.341,89.301,89.214,90.303,89.135,87.082,96.259,88.15,89.265,86.1,95.395,101.448,102.167,95.946,100,100,92.143,102.958,102.048,101.686,102.917,100.203,96.609,102.161,101.221,102.292,100.087,102.668,100.047,99.369,99.473,99.043,96.925,88.832,72.137,100.65,97.566,102.193,103.447,106.276,107.755,109.809,114.775,143.072,112.406,92.176,104.824,106.961,103.492,97.273,98.667,98.273*,109.847,99.408,92.955,87.319,100.263,99.438,99.828,96.362,99.18,100.246,100.333,103.094,101.029,101.570*,107.557,92.68,98.945,100.833,100,101.348,98.500*,100.032*,94.556*,100.726,100.729,100,100.422,98.497,105.237,100.364,98.091,97.828,99.914,101.112,95.909,98.861,97.294,95.288,99.879,98.099,97.671,98.317,94.329,99.427,102.143,102.192
2021 Q4,103.783,104.131,105.64,103.418,99.67,94.283,103.532,104.572,105.71,104.411,104.258,106.521,107.765,109.916,111.061,104.443,103.824,106.558,102.084,102.047,101.732,101.251,103.299,103.992,100.13,105.498,108.287,105.417,101.242,107.087,106.451,103.307,109.921,101.591,112.978,119.36,115.573,104.757,107.616,105.415,102.247,106.125,104.125,106.106,104.771,107.971,106.066,103.802,103.411,103.068,104.122,103.586,103.611,103.58,102.586,89.573,90.428,91.277,90.108,90.1,96.739,85.443,85.313,84.625,91.2,102.678,103.176,98.864,100,100,97.106,104.627,102.304,102.156,103.274,104.811,97.594,101.698,101.764,102.403,100.249,102.771,99.974,98.412,98.16,99.201,97.215,89.255,72.499,100.767,98.244,102.563,103.311,106.276,113.701,116.467,125.075,145.393,115.779,91.37,105.386,107.1,104.623,97.76,109.162,109.149*,109.527,99.675,92.955,95.304,100.007,100.275,99.747,95.512,100.841,98.273,101.2,103.649,101.814,102.068*,110.134,91.021,99.877,100.924,100,101.495,99.673*,102.056*,93.539*,101.437,101.45,100,100.422,99.214,106.192,100.194,98.167,98.303,99.116,101.117,96.923,98.796,96.918,95.231,99.879,97.727,96.837,98.18,94.399,98.862,103.858,103.953
2022 Q1,105.514,105.518,107.047,103.695,96.89,94.764,104.378,105.779,106.469,105.471,103.651,108.451,108.543,112.294,116.162,108.709,104.255,107.482,105.843,106.772,98.904,104.332,105.765,105.87,100.513,106.109,117.224,106.893,104.632,107.798,106.013,104.684,107.856,102.577,115.042,120.278,121.879,106.798,108.524,106.073,103.538,106.701,104.826,107.08,105.285,109.707,106.914,103.529,104.787,104.633,104.284,104.971,105.208,104.911,103.466,90.394,90.707,88.866,91.222,92.343,97.69,87.927,84.975,89.487,92.934,104.161,104.308,103.039,100,116.729,102.246,108.527,102.904,103.342,104.34,106.333,96.486,103.665,101.996,102.61,100.93,102.897,100.419,98.644,98.436,99.297,97.689,89.255,71.774,101.312,99.406,103.069,104.081,106.333,119.535,122.537,132.182,153.39,124.931,92.225,108.906,109.276,110.35,98.951,117.426,115.961*,158.943,98.9,94.498,101.002,98.78,99.846,99.785,94.404,100.578,97.91,101.572,105.229,103.498,103.827*,112.559,104.98,99.879,101.061,100,101.717,98.110*,102.263*,87.420*,102.121,102.142,100,100.434,99.468,107.952,100.194,98.552,98.992,99.499,101.186,97.95,99.189,97.335,94.905,100.405,97.352,95.845,98.12,95.1,99.002,105.705,105.854
2022 Q2,107.605,107.804,109.02,105.863,98.926,96.12,106.287,108.546,111.823,107.268,102.45,113.347,107.73,114.261,119.86,125.315,109.644,107.842,107.73,109.381,112.197,102.396,107.896,109.909,102.949,107.67,132.098,109.6,105.758,111.137,105.035,104.003,106.148,103.53,114.29,118.231,119.135,105.289,111.622,107.565,103.818,108.082,107.203,109.271,106.226,112.714,109.921,105.48,107.224,106.96,106.116,107.538,108.204,107.369,106.257,93.386,94.405,96.088,94.471,90.137,98.743,89.112,86.625,90.56,92.489,105.42,105.13,107.637,100,116.729,109.866,112.258,103.594,104.214,104.41,108.467,97.03,104.468,104.346,103.178,103.33,103.153,100.994,99.098,98.819,99.975,98.04,89.255,71.591,101.484,100.551,103.681,105.37,106.588,125,130.497,140.901,149.86,140.908,92.959,112.394,109.276,118.35,102.666,109.067,107.270*,159.969,98.874,97.619,101.767,98.684,102.443,100.696,95.89,98.942,99.655,102.471,106.819,104.903,106.459*,113.013,110.077,99.214,101.355,100,102.194,101.896*,105.015*,93.871*,102.499,102.524,100,100.434,99.64,108.864,100.194,98.541,99.726,100.362,101.258,98.922,100.435,97.016,98.878,101.458,97.256,93.748,99.043,95.1,95.336,107.946,108.302
2022 Q3,109.679,110.196,111.364,107.431,98.947,100.669,107.987,110.855,114.04,108.686,105.317,119.385,109.557,115.759,128.477,140.291,114.591,111.196,107.402,109.224,115.803,100.339,108.428,110.207,103.094,108.678,130.67,111.526,109.009,112.532,109.773,105.054,114.461,104.379,116.185,120.529,121.963,106.89,112.489,110.357,104.299,111.635,108.178,110.816,107.273,115.632,110.831,106.953,109.638,108.954,108.175,110.267,111.036,110.071,109.113,95.617,95.681,99.059,94.115,95.885,99.507,94.626,92.714,95.104,101.2,107.547,107.021,111.574,100,116.729,116.505,114.827,104.24,105.403,106.883,109.761,98.304,104.233,106.628,103.46,104.528,103.277,102.759,100.598,100.71,100.247,101.177,97.147,93.118,101.793,101.35,105.233,105.376,106.925,128.639,134.927,149.567,159.458,130.066,96.393,113.388,109.276,120.76,103.055,111.878,111.150*,132.508,98.642,99.259,93.876,98.962,105.053,101.195,94.97,100.551,99.753,104.103,107.694,106.43,107.298*,113.92,113.158,101.882,101.642,100,102.658,105.764*,108.588*,98.493*,102.91,102.93,100,100.434,100.027,109.436,100.953,98.57,100.624,102.532,101.745,99.644,100.351,97.101,98.171,101.458,96.254,92.298,98.27,94.602,93.998,110.113,110.428
2022 Q4,110.679,111.732,112.919,109.743,98.942,100.015,110.59,115.576,117.358,110.997,107.894,122.578,110.398,118.623,128.014,148.158,116.675,113.679,106.073,107.263,114.384,98.554,109.836,111.976,103.465,110.395,135.739,113.383,111.839,114.001,110.586,106.7,114.552,105.759,117.384,120.753,123.489,107.592,115.289,113.111,109.907,113.871,111.652,113.444,109.63,117.717,114.293,109.173,111.165,110.44,110.385,111.784,112.199,111.679,109.034,94.266,93.963,95.03,93.953,91.53,103.918,93.242,92.924,92.822,97.45,108.496,108.171,110.991,100,116.729,115.965,112.013,104.63,105.723,108.361,107.94,99.276,103.991,106.894,103.896,105.67,103.593,102.813,101.09,101.17,100.843,101.088,102.056,94.778,100.016,102.273,106.38,104.852,107.935,129.997,135.871,152.147,169.147,122.826,98.204,114.791,109.477,123.902,103.592,116.03,115.327*,135.942,99.17,97.219,98.389,99.233,106.593,101.478,93.744,101.524,98.65,107.103,108.93,106.095,106.627,113.995,109.002,102.371,102.275,100.025,103.668,108.576*,112.569*,98.297*,103.459,103.477,100,100.434,100.617,110.069,101.792,99.292,101.218,103.308,101.933,100.356,100.663,98.379,99.038,101.458,97.776,94.435,99.478,95.045,94.753,111.057,111.385
2023 Q1,112,113.935,114.913,111.782,97.952,107.004,113.352,116.398,118.749,114.365,109.452,122.796,111.776,114.046,129.518,148.658,113.481,115.126,113.641,113.639,118.448,115.028,111.086,114.006,105.489,110.498,143.401,112.179,112.909,111.887,110.003,107.901,112.131,107.45,120.312,124.188,132.327,107.679,115.494,112.217,110.415,112.71,111.164,113.604,110.113,117.217,114.656,109.55,113.467,113.481,113.042,113.535,114.085,113.395,111.847,96.513,95.416,95.241,95.612,94.809,107.703,97.657,97.086,98.379,95.997,109.666,109.431,111.464,101.023,117.821,116.502,110.214,105.599,106.715,109.102,108.681,99.112,105.113,108.931,104.85,107.084,104.468,104.411,100.404,100.346,100.589,103.74,103.455,96.511,102.528,105.655,109.795,106.42,109.05,130.535,136.729,153.201,165.354,121.987,100.025,117.068,112.471,124.646,108.948,111.286,110.423*,135.738,100.949,96.681,99.025,101.102,106.633,102.565,94.216,102.436,99.088,109.292,110.832,107.808,109.057,116.063,102.919,103.648,102.972,99.976,104.826,107.515*,112.205*,95.444*,105.143,105.173,99.259,99.283,100.785,115.581,102.333,101.082,102.964,107.334,103.892,101.393,106.466,97.681,99.955,109.576,97.839,95.296,99.134,93.861,95.49,112.404,112.723
2023 Q2,113.093,114.933,115.628,113.577,101.507,111.183,115.247,117.67,119.711,114.679,115.796,123.925,115.454,120.398,131.25,145.99,113.994,115.302,113.539,112.118,122.395,112.854,117.67,115.391,106.87,111.99,144.479,114.005,116.807,112.884,111.632,107.976,114.713,109.474,116.612,117.33,124.777,107.227,116.795,113.477,112.727,114.25,110.995,115.938,112.077,117.984,118.889,112.587,114.601,113.849,115.628,115.027,115.259,114.968,113.588,97.634,96.088,99.219,95.188,93.433,107.895,100.366,101.708,99.989,96.007,110.063,110.046,110.193,101.023,117.821,114.234,110.078,105.512,106.157,108.92,105.67,98.149,104.772,108.661,105.079,107.199,104.717,105.654,100.971,101.228,100.166,104.692,105.349,98.376,103.145,106.915,110.608,108.25,111.266,132.964,140.684,159.64,154.243,122.52,100.471,115.311,112.471,120.481,107.772,110.495,109.528,137.894,101.59,96.681,98.217,101.844,109.146,103.276,93.587,102.901,100.269,112.335,111.609,110.164,110.603,121.003,124.995,104.357,102.902,99.978,104.711,110.8,113.868,102.905,105.314,105.338,99.259,99.283,100.887,115.92,103.022,101.775,103.11,106.727,104.179,101.686,111.302,100.329,103.678,115.09,96.941,92.836,99.032,94.02,95.654,113.494,113.951
2023 Q3,114.164,115.474,116.007,114.407,102.124,108.529,116.757,116.966,120.504,115.566,117.088,123.649,117.244,118.067,129.76,143.944,112.842,115.453,112.014,110.148,117.079,110.556,119.288,116.717,107.534,113.755,146.018,114.091,118.164,112.462,112.531,108.393,115.932,110.407,116.759,116.731,121.144,111.402,117.707,116.377,112.842,118.111,111.548,117.579,112.573,119.862,121.744,112.944,115.22,114.135,116.062,115.888,116.209,115.807,114.422,95.113,93.676,97.166,92.745,90.344,109.37,96.689,95.72,97.229,98.152,111.629,111.737,110.804,101.023,117.821,115.367,109.904,106.088,106.489,109.514,105.717,99.121,104.834,108.993,105.82,108.921,105.291,107.141,102.052,102.455,100.785,105.907,106.127,99.681,104.5,108.311,111.366,111.365,111.358,134.997,143.763,163.148,158.784,127.267,101.063,115.452,112.471,121.13,106.245,108.605,107.603,136.989,101.64,96.681,94.389,102.158,110.631,102.777,93.664,102.053,98.972,113.576,110.761,110.651,110.352,123.137,130.977,104.912,102.922,99.976,104.746,113.402,114.222,111.291,105.505,105.528,99.259,99.283,101.132,116.063,103.395,102.123,103.862,106.851,104.793,102.666,111.537,102.3,103.218,115.09,97.537,97.234,97.692,93.681,94.751,114.52,114.847
2023 Q4,115.121,116.148,116.452,115.926,103.928,107.265,118.922,118.253,121.134,116.818,119.088,124.113,117.833,121.18,135.162,142.075,114.479,116.087,110.418,107.793,113.744,109.865,119.466,117.359,108.819,113.969,146.463,114.809,118.585,113.299,112.792,109.135,115.806,110.879,117.433,117.754,118.919,112.936,119.208,114.091,112.832,114.719,112.334,119.171,113.84,121.901,123.333,115.929,116.002,115.003,117.202,116.58,117.09,116.451,114.923,93.74,92.521,97.291,90.788,90.345,111.118,93.999,92.356,94.274,100.494,112.649,112.665,112.528,101.023,117.821,118.257,111.128,105.974,105.995,109.662,105.85,98.577,104.16,107.127,105.96,109.495,105.357,108.079,101.797,102.198,100.54,107.405,115.155,100.425,105.621,108.979,112.244,112.53,111.565,136.514,145.257,165.67,154.675,127.035,101.29,116.552,113.227,122.62,107.646,111.02,110.07,137.927,102.945,108.117,94.823,103.469,112.865,103.21,94.566,101.19,99.669,114.943,111.099,111.3,111.555,123.137,129.473,105.106,102.933,99.994,104.753,117.029,117.819,114.997,106.213,106.238,99.259,99.283,101.462,117.737,103.882,102.107,104.032,106.898,105.3,102.73,111.528,103.291,102.07,115.09,96.952,99.021,95.897,93.818,94.722,115.476,115.813
2024 Q1,115.335,117.769,117.298,116.579,101.878,106.391,119.595,118.756,122.792,118.615,119.659,124.55,117.207,122.372,138.076,142.843,114.125,117.469,112.52,111.131,113.946,111.005,118.881,118.056,110.134,114.963,144.901,115.642,119.199,114.219,113.247,109.474,116.57,110.497,119.526,120.393,122.374,116.033,118.824,113.341,112.618,113.515,113.001,118.265,115.011,118.677,121.955,116.324,117.994,117.558,120.043,118.108,119.003,117.881,116.566,96.277,95.145,97.536,93.797,96.524,111.455,96.716,94.516,97.797,100.958,113.304,112.993,115.686,102.012,118.912,122.561,115.35,106.684,107.216,110.859,110.928,99.253,104.75,108.092,106.327,108.99,105.873,109.365,102.59,102.976,101.378,108.851,115.417,101.678,106.916,110.593,114.554,114.052,112.545,132.898,138.538,154.47,147.76,126.962,102.196,124.024,120.296,131.089,112.676,109.4,108.323,139.918,103.246,111.734,95.959,103.696,111.807,103.832,96.962,100.434,99.276,113.248,112.948,113.077,114.663,123.137,129.687,105.476,103.281,99.98,105.325,114.108,117.337,105.8,108.627,108.673,99.402,99.326,103.016,122.624,104.333,103.462,104.845,109.132,107.589,102.549,113.523,103.081,100.647,118.208,98.3,99.313,97.785,94.211,97.516,115.56,115.995